,datetime,interval_minutes,index,ntp_volume_this_tip_intervalml,A Current,Peaks,Troughs,Peaks_daily_avg,Troughs_daily_avg,A Current_daily_avg,ntp_volume_this_tip_intervalml_daily_avg,pH,sCOD_kg/m3,COD_kg/m3,CH4%,CO2,H2S,TE,TS,VS,TSS,COND,VFA,sample_vol
47,2023-11-12 05:50:00,,1080.0,,54.516,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
48,2023-11-12 06:00:00,,9.0,155.236336996337,54.417,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
49,2023-11-12 06:10:00,,1081.0,,54.391,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
50,2023-11-12 06:20:00,,1082.0,,54.375,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
51,2023-11-12 06:30:00,,1083.0,,54.276,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
52,2023-11-12 06:40:00,,1084.0,,54.195,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
53,2023-11-12 06:50:00,,1085.0,,54.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
54,2023-11-12 06:50:00,,1086.0,,54.078,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
55,2023-11-12 07:00:00,,10.0,155.29,54.2,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
56,2023-11-12 07:00:00,,11.0,155.29,54.125,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
57,2023-11-12 07:10:00,,1087.0,,54.3,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
58,2023-11-12 07:10:00,,1088.0,,53.979,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
59,2023-11-12 07:20:00,,1090.0,,53.831,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
60,2023-11-12 07:20:00,,1089.0,,53.9,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
61,2023-11-12 07:30:00,,1092.0,,53.805,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
62,2023-11-12 07:30:00,,1091.0,,53.8,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
63,2023-11-12 07:40:00,,1094.0,,53.745,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
64,2023-11-12 07:40:00,,1093.0,,53.6,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
65,2023-11-12 07:50:00,,1096.0,,53.589,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
66,2023-11-12 07:50:00,,1095.0,,53.6,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
67,2023-11-12 08:00:00,,12.0,155.3758608058608,53.545,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
68,2023-11-12 08:10:00,,1098.0,,53.367,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
69,2023-11-12 08:10:00,,1097.0,,53.7,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
70,2023-11-12 08:20:00,,1099.0,,53.304,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
71,2023-11-12 08:30:00,,1100.0,,53.219,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
72,2023-11-12 08:40:00,,1101.0,,53.007,,,53.6395,44.738,50.68166,178.33126762126764,,,,,,,,,,,,,
